idsismo,idcountry,mag,place,time,tsunami,lng,lat,depth,danger
2844,1,3.1,"22 km E of Wright, Wyoming",2011-10-17 18:12:38,0,-105.219,43.774,0.0,1
2845,1,3.78,"13km WSW of Ludlow, CA",2011-10-17 20:05:57,0,-116.2935,34.6938333,0.133,1
2846,1,3.54,"12km WSW of Ludlow, CA",2011-10-17 21:25:34,0,-116.293,34.6931667,-0.037,1
2847,1,3.1,"29 km SW of Birney, Montana",2011-10-18 19:17:56,0,-106.826,45.166,0.0,1
2848,1,3.2,"13 km NE of Paonia, Colorado",2011-10-19 05:24:18,0,-107.467,38.942,1.0,1
2849,1,3.21,"13 km W of Aspen Springs, California",2011-10-19 23:36:12,0,-118.865,37.5401667,7.049,1
2850,1,4.8,"14 km SSW of Falls City, Texas",2011-10-20 12:24:41,0,-98.079,28.865,5.0,1
2851,1,3.95,"2 km SE of Berkeley, California",2011-10-20 21:41:04,0,-122.2526667,37.857,7.989,1
2852,1,3.84,"1 km SE of Berkeley, California",2011-10-21 03:16:05,0,-122.2566667,37.8608333,7.939,1
2853,1,3.33,"14km SW of Alberto Oviedo Mota, B.C., MX",2011-10-21 08:39:21,0,-115.2781667,32.147,0.911,1
2854,1,3.01,"21km ESE of Julian, CA",2011-10-22 21:32:59,0,-116.401,32.9965,9.031,1
2855,1,3.4,"97 km S of Eureka, Nevada",2011-10-23 02:20:05,0,-116.162,38.648,0.0,1
2856,1,3.0,"27 km ESE of Wright, Wyoming",2011-10-23 20:10:46,0,-105.206,43.623,0.0,1
2857,1,3.2,Wyoming,2011-10-24 18:03:01,0,-105.218,43.666,0.0,1
2858,1,3.29,"17km W of Alberto Oviedo Mota, B.C., MX",2011-10-25 00:06:45,0,-115.3515,32.2041667,5.581,1
2859,1,3.5,"4 km WSW of Paulden, Arizona",2011-10-25 18:20:24,0,-112.518,34.871,5.0,1
2860,1,3.2,"32 km ESE of Wright, Wyoming",2011-10-25 19:09:23,0,-105.113,43.655,0.0,1
2861,1,3.0,"3 km NNE of Blackhawk, California",2011-10-26 22:44:21,0,-121.8915,37.8538333,8.729,1
2862,1,4.73,"3 km WSW of Sattley, California",2011-10-27 06:37:09,0,-120.4715,39.6055,11.974,1
2863,1,3.62,"1 km ESE of Berkeley, California",2011-10-27 12:36:44,0,-122.2605,37.8666667,7.99,1
2864,1,3.34,"3km WSW of Delta, B.C., MX",2011-10-27 18:40:41,0,-115.2233333,32.3488333,9.94,1
2865,1,3.2,"0 km SSW of Spencer, Oklahoma",2011-10-28 06:24:57,0,-97.38,35.518,3.2,1
2866,1,3.4,"0 km WNW of Spencer, Oklahoma",2011-10-28 09:18:46,0,-97.386,35.525,5.0,1
2867,1,3.2,"23 km E of Wright, Wyoming",2011-10-28 18:13:18,0,-105.21,43.785,0.0,1
2868,1,3.8,"4 km WSW of Sattley, California",2011-10-30 13:25:19,0,-120.477,39.6061667,12.444,1
2869,1,3.45,"9 km SW of Kettleman City, California",2011-10-30 13:26:43,0,-120.0328333,35.9403333,7.908,1
2870,1,4.1,"8km NE of Ridgecrest, CA",2011-11-01 15:38:22,0,-117.6196667,35.6806667,6.124,1
2871,1,3.1,"29 km NNW of Stansbury park, Utah",2011-11-02 18:41:57,0,-112.472,40.872,0.0,1
2872,1,3.32,"39km SSW of Primo Tapia, B.C., MX",2011-11-02 20:28:07,0,-117.1223333,31.9171667,9.67,1
2873,1,3.3,"14km SSW of Alberto Oviedo Mota, B.C., MX",2011-11-04 03:01:25,0,-115.2426667,32.1183333,5.613,1
2874,1,4.8,"8 km SE of Sparks, Oklahoma",2011-11-05 07:12:45,0,-96.764,35.55,3.1,1
2875,1,3.3,"8 km SE of Sparks, Oklahoma",2011-11-05 07:27:19,0,-96.765,35.544,3.2,1
2876,1,3.3,"8 km WNW of Prague, Oklahoma",2011-11-05 09:12:11,0,-96.766,35.528,5.0,1
2877,1,3.4,"9 km WNW of Prague, Oklahoma",2011-11-05 11:24:15,0,-96.773,35.525,5.0,1
2878,1,3.2,"8 km WNW of Prague, Oklahoma",2011-11-05 13:42:26,0,-96.766,35.53,5.0,1
2879,1,3.6,"9 km WNW of Prague, Oklahoma",2011-11-05 14:36:30,0,-96.778,35.518,5.0,1
2880,1,3.11,"2 km NNW of Piedmont, California",2011-11-05 21:52:18,0,-122.2406667,37.846,5.798,1
2881,1,3.06,"46km E of Maneadero, B.C., MX",2011-11-06 00:28:13,0,-116.0853333,31.7091667,4.636,1
2882,1,3.0,"8 km NW of Prague, Oklahoma",2011-11-06 01:03:58,0,-96.749,35.546,5.0,1
2883,1,5.7,"8 km NW of Prague, Oklahoma",2011-11-06 03:53:10,0,-96.765,35.532,5.2,1
2884,1,4.0,"8 km WNW of Prague, Oklahoma",2011-11-06 04:03:42,0,-96.771,35.521,5.0,1
2885,1,3.0,"9 km WNW of Prague, Oklahoma",2011-11-06 04:08:13,0,-96.789,35.515,5.0,1
2886,1,3.9,"9 km WNW of Prague, Oklahoma",2011-11-06 04:31:50,0,-96.776,35.522,5.0,1
2887,1,3.3,"8 km NW of Prague, Oklahoma",2011-11-06 04:53:59,0,-96.749,35.546,5.0,1
2888,1,3.7,"4 km SE of Meeker, Oklahoma",2011-11-06 06:31:11,0,-96.859,35.479,5.0,1
2889,1,3.2,"5 km ESE of Meeker, Oklahoma",2011-11-06 07:32:41,0,-96.847,35.48,5.0,1
2890,1,3.6,"6 km ENE of Meeker, Oklahoma",2011-11-06 07:38:31,0,-96.834,35.517,5.0,1
2891,1,3.0,"2 km SSW of Sparks, Oklahoma",2011-11-06 08:04:56,0,-96.836,35.585,5.0,1
2892,1,3.1,"8 km WNW of Prague, Oklahoma",2011-11-06 08:14:13,0,-96.771,35.525,5.6,1
2893,1,3.5,"5 km ESE of Meeker, Oklahoma",2011-11-06 09:22:04,0,-96.844,35.485,5.0,1
2894,1,3.7,"5 km SE of Meeker, Oklahoma",2011-11-06 09:39:57,0,-96.865,35.469,5.0,1
2895,1,3.6,"8 km SSE of Sparks, Oklahoma",2011-11-06 10:52:35,0,-96.779,35.537,3.1,1
2896,1,3.1,"5 km E of Meeker, Oklahoma",2011-11-06 11:03:52,0,-96.838,35.496,5.0,1
2897,1,3.8,"4 km ESE of Meeker, Oklahoma",2011-11-06 15:07:07,0,-96.856,35.484,5.0,1
2898,1,3.4,"6 km E of Meeker, Oklahoma",2011-11-06 17:52:35,0,-96.828,35.494,3.1,1
2899,1,3.1,"4 km SE of Meeker, Oklahoma",2011-11-06 18:26:57,0,-96.869,35.473,3.1,1
2900,1,3.58,"98km SE of Estacion Coahuila, B.C., MX",2011-11-06 22:57:56,0,-114.3295,31.5168333,9.961,1
2901,1,3.0,"9 km WNW of Prague, Oklahoma",2011-11-07 01:17:13,0,-96.778,35.522,4.0,1
2902,1,3.3,"9 km WNW of Prague, Oklahoma",2011-11-07 01:26:31,0,-96.786,35.518,3.1,1
2903,1,3.1,"7 km NW of Prague, Oklahoma",2011-11-07 02:38:20,0,-96.75,35.533,5.0,1
2904,1,3.1,"32 km E of Lamoille, Nevada",2011-11-07 05:30:41,0,-115.1002,40.7858,0.0,1
2905,1,3.1,"9 km WNW of Prague, Oklahoma",2011-11-07 08:12:35,0,-96.786,35.512,3.1,1
2906,1,3.1,"5 km SE of Meeker, Oklahoma",2011-11-07 13:50:20,0,-96.856,35.477,3.1,1
2907,1,3.2,"9 km E of Meeker, Oklahoma",2011-11-07 17:09:52,0,-96.798,35.506,5.0,1
2908,1,4.8,"9 km SSE of Sparks, Oklahoma",2011-11-08 02:46:57,0,-96.788,35.531,5.0,1
2909,1,3.1,"9 km WNW of Prague, Oklahoma",2011-11-08 03:05:07,0,-96.786,35.52,5.0,1
2910,1,3.0,"19km ENE of Pine Valley, CA",2011-11-08 18:27:32,0,-116.3578333,32.9133333,10.343,1
2911,1,3.5,"8 km WNW of Prague, Oklahoma",2011-11-08 19:05:18,0,-96.77,35.526,3.0,1
2912,1,3.04,"5 km W of Cobb, California",2011-11-08 19:32:44,0,-122.7861667,38.8185,1.52,1
2913,1,4.0,"30 km SE of Eureka, Nevada",2011-11-09 06:40:23,0,-115.7464,39.2971,0.0,1
2914,1,3.4,"8 km NW of Prague, Oklahoma",2011-11-09 12:08:36,0,-96.761,35.534,5.0,1
2915,1,3.0,"1 km SW of Spencer, Oklahoma",2011-11-09 15:21:02,0,-97.39,35.513,3.1,1
2916,1,3.36,"49km SE of Estacion Coahuila, B.C., MX",2011-11-09 20:22:40,0,-114.7031667,31.8346667,9.884,1
2917,1,3.9,"11 km NW of Orangeville, Utah",2011-11-10 04:27:45,0,-111.1455,39.307,1.0,1
2918,1,3.2,"5 km ESE of Meeker, Oklahoma",2011-11-10 08:36:38,0,-96.85,35.487,3.3,1
2919,1,3.26,"16km W of Alberto Oviedo Mota, B.C., MX",2011-11-11 09:06:19,0,-115.3355,32.2173333,9.971,1
2920,1,3.8,"20 km SE of Clinton, Montana",2011-11-11 17:51:53,0,-113.557,46.618,12.1,1
2921,1,3.2,"8 km NW of Prague, Oklahoma",2011-11-11 19:19:16,0,-96.753,35.537,3.6,1
2922,1,3.1,"38 km SE of Wright, Wyoming",2011-11-11 20:05:38,0,-105.12,43.538,0.0,1
2923,1,3.1,"7 km NNW of Prague, Oklahoma",2011-11-12 01:18:43,0,-96.73,35.545,3.9,1
2924,1,3.2,"7 km NW of Prague, Oklahoma",2011-11-12 01:41:03,0,-96.753,35.532,6.2,1
2925,1,3.15,"35 km NW of Green River, Utah",2011-11-12 05:15:11,0,-110.4543333,39.2245,16.52,1
2926,1,3.5,"22 km SW of Falls City, Texas",2011-11-12 10:34:53,0,-98.21,28.869,5.0,1
2927,1,3.02,"30km WSW of Delta, B.C., MX",2011-11-12 23:13:17,0,-115.5066667,32.2911667,5.563,1
2928,1,3.2,"5 km SSE of Meeker, Oklahoma",2011-11-13 09:49:12,0,-96.876,35.457,4.8,1
2929,1,3.04,"5km N of Moreno Valley, CA",2011-11-14 04:59:18,0,-117.2256667,33.9696667,11.495,1
2930,1,3.2,"9 km WNW of Prague, Oklahoma",2011-11-14 05:31:42,0,-96.782,35.521,3.1,1
2931,1,4.0,South Dakota,2011-11-14 06:51:38,0,-103.415,43.043,5.0,1
2932,1,3.48,California-Nevada border region,2011-11-14 22:33:33,0,-118.8381667,37.4873333,2.087,1
2933,1,3.36,"29km WSW of Olancha, CA",2011-11-15 00:40:18,0,-118.3186667,36.2273333,2.323,1
2934,1,3.3,"26 km WSW of Oelrichs, South Dakota",2011-11-15 09:31:46,0,-103.504,43.05,5.0,1
2935,1,3.0,"12 km NE of Hawthorne, Nevada",2011-11-15 09:44:08,0,-118.5093,38.5932,11.0,1
2936,1,3.06,"116km SE of Maneadero, B.C., MX",2011-11-16 09:01:10,0,-115.7731667,30.9231667,7.165,1
2937,1,3.06,"13km SSW of Alberto Oviedo Mota, B.C., MX",2011-11-16 13:59:59,0,-115.2163333,32.1151667,9.963,1
2938,1,3.2,"9 km E of Meeker, Oklahoma",2011-11-16 17:10:52,0,-96.803,35.505,5.0,1
2939,1,3.2,"23 km SSE of Sleepy Hollow, Wyoming",2011-11-16 19:09:02,0,-105.258,44.061,0.0,1
2940,1,3.3,"9 km SE of Sparks, Oklahoma",2011-11-18 07:41:08,0,-96.762,35.541,7.4,1
2941,1,4.6,"8 km WSW of Riverside, Washington",2011-11-18 13:09:00,0,-119.6075,48.4693333,11.168,1
2942,1,3.23,"16km WNW of Ocotillo, CA",2011-11-18 14:14:35,0,-116.1505,32.7973333,5.267,1
2943,1,3.21,"16km W of Alberto Oviedo Mota, B.C., MX",2011-11-19 01:00:50,0,-115.3343333,32.2186667,9.971,1
2944,1,3.85,"10km E of Borrego Springs, CA",2011-11-19 20:32:21,0,-116.2651667,33.2451667,8.958,1
2945,1,3.33,"11km E of Borrego Springs, CA",2011-11-19 20:32:33,0,-116.2615,33.246,3.798,1
2946,1,3.0,"24 km E of Alamo, Nevada",2011-11-20 07:29:35,0,-114.8865,37.3848,0.0,1
2947,1,3.01,"8 km SE of New Harmony, Utah",2011-11-20 18:32:51,0,-113.2348333,37.4246667,10.16,1
2948,1,3.16,"10km NW of Calipatria, CA",2011-11-21 01:01:38,0,-115.6063333,33.1791667,1.913,1
2949,1,3.14,"2 km S of Coleville, California",2011-11-21 09:38:11,0,-119.5075,38.5436667,4.1,1
2950,1,3.49,"3 km S of Coleville, California",2011-11-21 09:39:03,0,-119.5056667,38.537,5.676,1
2951,1,3.0,"8 km E of Meeker, Oklahoma",2011-11-21 21:46:09,0,-96.81,35.503,5.0,1
2952,1,3.4,"19 km WNW of Ruth, Nevada",2011-11-21 22:57:44,0,-115.1966,39.355,5.2,1
2953,1,3.4,"17 km SSW of Weston, Colorado",2011-11-22 14:20:02,0,-104.956,37.003,5.0,1
2954,1,3.08,"13km SE of Anza, CA",2011-11-22 14:39:43,0,-116.5803333,33.4683333,8.207,1
2955,1,3.06,"25 km SSE of West Yellowstone, Montana",2011-11-22 18:09:40,0,-110.9723333,44.4575,5.39,1
2956,1,3.0,"28 km ENE of Wright, Wyoming",2011-11-22 22:02:17,0,-105.153,43.81,0.0,1
2957,1,3.1,"33 km SSW of Dillon, Montana",2011-11-23 06:26:29,0,-112.73,44.925,0.5,1
2958,1,3.1,"12km SSW of Alberto Oviedo Mota, B.C., MX",2011-11-23 07:51:49,0,-115.2383333,32.1403333,9.963,1
2959,1,3.4,"5 km SSE of Sparks, Oklahoma",2011-11-24 21:11:04,0,-96.788,35.563,6.2,1
2960,1,3.1,"26 km NNE of Snyder, Texas",2011-11-24 23:15:49,0,-100.845,32.945,5.0,1
2961,1,3.4,"5 km SSE of Meeker, Oklahoma",2011-11-25 20:09:47,0,-96.881,35.461,0.1,1
2962,1,3.4,"6 km WNW of Prague, Oklahoma",2011-11-25 21:24:29,0,-96.746,35.512,3.8,1
2963,1,3.0,"26 km SSE of Sleepy Hollow, Wyoming",2011-11-26 19:05:43,0,-105.281,44.021,0.0,1
2964,1,3.0,"29 km ESE of Wright, Wyoming",2011-11-26 20:00:17,0,-105.181,43.619,0.0,1
2965,1,3.1,"4 km WSW of Fallis, Oklahoma",2011-11-27 11:52:26,0,-97.166,35.728,5.0,1
2966,1,3.0,"34 km SSE of Wright, Wyoming",2011-11-27 19:53:21,0,-105.281,43.484,0.0,1
2967,1,3.33,"18km N of Santa Barbara Is., CA",2011-11-29 06:56:09,0,-119.0563333,33.6326667,15.548,1
2968,1,3.4,"13 km SSW of La Malbaie, Canada",2011-11-29 17:02:25,0,-70.25,47.55,14.0,1
2969,1,3.2,"20 km ESE of Wright, Wyoming",2011-11-30 19:09:17,0,-105.246,43.713,0.0,1
2970,1,3.0,"23 km ESE of Wright, Wyoming",2011-11-30 20:02:24,0,-105.213,43.684,0.0,1
2971,1,3.05,"17 km NE of Bennington, Idaho",2011-12-01 08:00:05,0,-111.1555,42.4826667,1.31,1
2972,1,3.0,"34 km N of Martinsdale, Montana",2011-12-02 00:37:52,0,-110.282,46.768,5.4,1
2973,1,3.16,"15km S of Alberto Oviedo Mota, B.C., MX",2011-12-02 18:12:21,0,-115.1851667,32.0948333,9.939,1
2974,1,3.4,"20 km E of Wright, Wyoming",2011-12-02 19:08:12,0,-105.233,43.769,0.0,1
2975,1,3.3,"8 km WNW of Prague, Oklahoma",2011-12-03 04:42:12,0,-96.768,35.525,9.3,1
2976,1,3.1,"8 km NW of Raven, Virginia",2011-12-03 11:12:48,0,-81.932,37.13,1.0,1
2977,1,5.2,"46 km W of Loreto, Mexico",2011-12-04 15:35:37,0,-111.811,26.006,10.0,1
2978,1,3.5,Wyoming,2011-12-04 21:07:04,0,-105.236,43.716,0.0,1
2979,1,3.26,"8 km WSW of Cobb, California",2011-12-08 09:57:54,0,-122.8146667,38.8011667,2.923,1
2980,1,3.03,"14 km SSW of Ferndale, California",2011-12-08 17:16:14,0,-124.3311667,40.4551667,24.419,1
2981,1,3.0,"30 km ESE of Wright, Wyoming",2011-12-08 20:06:18,0,-105.169,43.617,0.0,1
2982,1,3.4,"4 km ESE of Valdez, Colorado",2011-12-09 03:54:15,0,-104.656,37.099,5.0,1
2983,1,3.0,"5 km SE of Meeker, Oklahoma",2011-12-09 16:46:50,0,-96.855,35.475,5.0,1
2984,1,3.5,"24 km NNE of Snyder, Texas",2011-12-09 18:47:33,0,-100.865,32.935,5.0,1
2985,1,3.2,"21 km ESE of Wright, Wyoming",2011-12-09 21:03:40,0,-105.241,43.676,0.0,1
2986,1,4.3,"67 km NE of Mulegé, Mexico",2011-12-10 08:56:26,0,-111.421,27.235,10.0,1
2987,1,3.1,Wyoming,2011-12-10 19:34:31,0,-105.274,43.803,0.0,1
2988,1,3.4,"18 km NNE of Hiko, Nevada",2011-12-11 13:34:15,0,-115.1291,37.7422,4.9,1
2989,1,3.06,"17km SW of Alberto Oviedo Mota, B.C., MX",2011-12-12 10:20:39,0,-115.2973333,32.1226667,11.732,1
2990,1,3.1,"21 km SSW of Centennial Park, Arizona",2011-12-13 23:36:22,0,-113.03,36.768,0.5,1
2991,1,3.5,"21 km SSE of Clinton, Montana",2011-12-14 16:56:22,0,-113.56,46.61,12.2,1
2992,1,3.4,"24 km SE of Scenic, Arizona",2011-12-14 18:34:47,0,-113.794,36.666,0.3,1
2993,1,3.0,"12 km NNW of Moorcroft, Wyoming",2011-12-15 20:39:41,0,-104.997,44.372,0.0,1
2994,1,3.0,"11 km SSW of Weston, Colorado",2011-12-17 03:16:49,0,-104.913,37.043,5.0,1
2995,1,3.2,"12 km NNE of Snyder, Texas",2011-12-17 14:46:58,0,-100.852,32.814,5.0,1
2996,1,3.0,"18 km ENE of North Logan, Utah",2011-12-19 16:51:21,0,-111.5873333,41.8078333,6.4,1
2997,1,3.0,"23 km NE of Soledad, California",2011-12-20 05:06:37,0,-121.1276667,36.5608333,4.021,1
2998,1,3.53,"6km SE of Ontario, CA",2011-12-20 08:32:23,0,-117.588,34.0101667,4.187,1
2999,1,3.3,"23 km ESE of Wright, Wyoming",2011-12-21 19:03:00,0,-105.216,43.692,0.0,1
3000,1,3.6,"28 km ENE of Wright, Wyoming",2011-12-21 19:08:30,0,-105.151,43.805,0.0,1
3001,1,3.0,"25 km S of Dutch John, Utah",2011-12-22 23:14:36,0,-109.428,40.697,0.0,1
3002,1,3.05,"9 km WNW of Floriston, California",2011-12-23 05:30:29,0,-120.1236667,39.4123333,-1.929,1
3003,1,4.9,"89 km SSW of Puerto Peñasco, Mexico",2011-12-23 12:32:40,0,-113.974,30.603,10.0,1
3004,1,4.1,"124 km WNW of La Libertad, Mexico",2011-12-23 20:50:26,0,-113.931,30.221,10.0,1
3005,1,3.6,"9 km NW of Cromwell, Oklahoma",2011-12-25 14:10:41,0,-96.53,35.398,5.0,1
3006,1,3.16,"14km S of Joshua Tree, CA",2011-12-26 12:32:20,0,-116.3231667,34.0065,9.632,1
3007,1,4.0,"52 km WNW of Loreto, Mexico",2011-12-28 15:35:23,0,-111.841,26.168,5.1,1
3008,1,3.2,"36 km SSW of Moorcroft, Wyoming",2011-12-29 21:40:17,0,-105.11,43.956,0.0,1
3009,1,4.2,"15km SW of Alberto Oviedo Mota, B.C., MX",2011-12-30 15:34:29,0,-115.2975,32.1413333,9.971,1
3010,1,3.07,"13km SW of Alberto Oviedo Mota, B.C., MX",2011-12-30 15:50:12,0,-115.2556667,32.1345,9.955,1
3011,1,3.2,"8 km NW of Old Agency, Montana",2011-12-30 16:09:32,0,-114.368,47.382,6.2,1
3012,1,3.0,"27 km SW of Birney, Montana",2011-12-30 19:51:18,0,-106.768,45.155,0.0,1
3013,1,3.6,"8 km NW of Cromwell, Oklahoma",2011-12-31 08:07:17,0,-96.52,35.391,5.0,1
3014,1,3.2,"16km W of Alberto Oviedo Mota, B.C., MX",2011-12-31 19:14:44,0,-115.3365,32.2083333,9.958,1
3015,1,4.0,"3 km NW of Youngstown, Ohio",2011-12-31 20:05:01,0,-80.6843333,41.1215,5.0,1
3016,1,3.0,"59km E of Maneadero, B.C., MX",2012-01-02 21:11:29,0,-115.9438333,31.6956667,8.626,1
3017,1,3.4,"8 km NW of Prague, Oklahoma",2012-01-03 10:56:58,0,-96.75,35.536,3.6,1
3018,1,4.14,"7km SE of San Nicolas Is., CA",2012-01-03 14:18:56,0,-119.4491667,33.1946667,18.022,1
3019,1,3.3,"25 km ESE of Wright, Wyoming",2012-01-04 20:59:56,0,-105.197,43.668,0.0,1
3020,1,3.4,"14 km ENE of Georgetown, Idaho",2012-01-05 07:20:10,0,-111.213,42.548,5.0,1
3021,1,3.1,"22 km ESE of Wright, Wyoming",2012-01-05 20:29:15,0,-105.238,43.661,0.0,1
3022,1,3.1,"18 km ESE of Wright, Wyoming",2012-01-05 23:13:30,0,-105.276,43.703,0.0,1
3023,1,3.08,"15km S of Joshua Tree, CA",2012-01-06 02:47:51,0,-116.3371667,34.002,4.362,1
3024,1,3.25,"6km SE of Coso Junction, CA",2012-01-06 06:50:10,0,-117.9078333,36.0025,4.972,1
3025,1,3.47,"12km ENE of Coachella, CA",2012-01-06 16:58:54,0,-116.0543333,33.7306667,4.488,1
3026,1,4.1,"44 km SW of Campo Pesquero el Colorado, Mexico",2012-01-06 17:11:10,0,-109.565,25.431,10.0,1
3027,1,3.1,"27 km E of Wright, Wyoming",2012-01-06 21:04:43,0,-105.151,43.764,0.0,1
3028,1,3.51,"12km ENE of Coachella, CA",2012-01-08 01:59:54,0,-116.0571667,33.733,6.388,1
3029,1,3.14,"14km SW of Alberto Oviedo Mota, B.C., MX",2012-01-08 09:19:59,0,-115.2548333,32.1231667,9.963,1
3030,1,3.0,"9 km ENE of Turnerville, Wyoming",2012-01-08 12:39:36,0,-110.793,42.898,5.0,1
3031,1,3.2,"28 km SW of Winslow West, Arizona",2012-01-08 19:11:12,0,-110.942,34.826,5.0,1
3032,1,4.1,"47 km WSW of Campo Pesquero el Colorado, Mexico",2012-01-10 01:28:17,0,-109.735,25.57,5.0,1
3033,1,3.4,"26 km E of Wright, Wyoming",2012-01-10 19:05:39,0,-105.164,43.724,0.0,1
3034,1,3.18,"18 km SSW of Ferndale, California",2012-01-11 04:09:52,0,-124.3535,40.429,26.329,1
3035,1,3.15,"15 km SSE of Tres Pinos, California",2012-01-14 01:42:10,0,-121.2775,36.659,3.302,1
3036,1,3.15,"16km WNW of Progreso, B.C., MX",2012-01-15 05:50:39,0,-115.7491667,32.6158333,3.303,1
3037,1,3.3,"27 km SE of Wright, Wyoming",2012-01-15 21:33:47,0,-105.258,43.566,0.0,1
3038,1,3.0,"25 km E of Buffalo Gap, South Dakota",2012-01-16 13:41:10,0,-102.996,43.487,5.0,1
3039,1,3.1,"15 km ENE of Wright, Wyoming",2012-01-16 21:02:28,0,-105.31,43.782,0.0,1
3040,1,4.28,"44 km W of Ferndale, California",2012-01-17 09:55:00,0,-124.7825,40.528,23.579,1
3041,1,3.0,"9 km WNW of Cromwell, Oklahoma",2012-01-17 13:26:43,0,-96.546,35.378,3.6,1
3042,1,4.19,"13km NNW of Delta, B.C., MX",2012-01-18 13:31:42,0,-115.26,32.4611667,1.527,1
3043,1,3.2,"13 km E of Wright, Wyoming",2012-01-18 19:09:38,0,-105.32,43.747,0.0,1
3044,1,3.3,"9 km SSE of Godley, Texas",2012-01-18 22:30:54,0,-97.487,32.372,5.0,1
3045,1,3.13,"5 km SW of Cobb, California",2012-01-19 00:57:59,0,-122.7696667,38.7863333,1.509,1
3046,1,4.0,"65 km ESE of San Felipe, Mexico",2012-01-19 01:38:55,0,-114.169,30.888,8.0,1
3047,1,3.3,"19 km SE of Clinton, Montana",2012-01-20 07:05:55,0,-113.555,46.629,11.4,1
3048,1,4.6,"105 km SE of San Felipe, Mexico",2012-01-22 00:39:51,0,-114.141,30.289,10.0,1
3049,1,3.1,"20 km NW of La Minerve, Canada",2012-01-22 05:59:46,0,-75.125,46.3716667,10.0,1
3050,1,3.04,"14 km WNW of Veyo, Utah",2012-01-24 06:01:28,0,-113.8443333,37.3801667,11.5,1
3051,1,3.8,"2 km NE of Clear Lake Riviera, California",2012-01-24 12:11:28,0,-122.693,38.9693333,2.578,1
3052,1,3.6,"17 km NW of Marathon, Texas",2012-01-24 18:21:02,0,-103.382,30.315,5.0,1
3053,1,3.2,"19 km E of Wright, Wyoming",2012-01-24 21:35:52,0,-105.251,43.736,0.0,1
3054,1,3.42,"24 km S of Morton, Washington",2012-01-25 10:51:30,0,-122.2361667,46.3401667,7.621,1
3055,1,3.39,"5 km ESE of Interlaken, California",2012-01-26 02:20:19,0,-121.6801667,36.9353333,11.034,1
3056,1,3.22,"4 km ESE of Interlaken, California",2012-01-26 02:21:03,0,-121.683,36.9363333,10.985,1
3057,1,3.21,"7 km WNW of Big Bend, California",2012-01-26 10:16:49,0,-121.997,41.0346667,10.023,1
3058,1,3.0,"5 km NE of Topeka, Indiana",2012-01-26 22:35:55,0,-85.49,41.576,4.7,1
3059,1,3.28,"8 km W of Cobb, California",2012-01-27 05:21:42,0,-122.8163333,38.8121667,2.76,1
3060,1,3.3,"11km WSW of Delta, B.C., MX",2012-01-28 00:29:04,0,-115.294,32.2991667,12.103,1
3061,1,3.2,"23 km E of Wright, Wyoming",2012-01-28 19:12:32,0,-105.211,43.79,0.0,1
3062,1,3.2,"27 km ENE of Atlantic City, Wyoming",2012-01-29 03:46:24,0,-108.416,42.575,5.0,1
3063,1,3.2,"32 km E of Wright, Wyoming",2012-01-29 22:05:22,0,-105.093,43.707,0.0,1
3064,1,3.31,"6 km W of Cobb, California",2012-01-30 03:56:16,0,-122.7991667,38.8251667,3.1,1
3065,1,3.0,"6 km W of Cobb, California",2012-01-30 03:57:18,0,-122.8003333,38.8195,3.319,1
3066,1,3.0,"46 km NNW of Lance Creek, Wyoming",2012-01-30 19:07:23,0,-104.93,43.399,0.0,1
3067,1,3.1,"9 km SSE of Louisa, Virginia",2012-01-30 23:39:47,0,-77.983,37.9453333,3.18,1
3068,1,4.0,"28 km SSW of Wells, Nevada",2012-02-01 14:40:32,0,-115.0747,40.872,0.0,1
3069,1,3.1,"29 km SE of Wright, Wyoming",2012-02-01 18:06:47,0,-105.256,43.545,0.0,1
3070,1,3.4,"6km S of Brawley, CA",2012-02-01 19:05:05,0,-115.5275,32.923,4.176,1
3071,1,3.3,"19 km ENE of Wright, Wyoming",2012-02-02 20:06:40,0,-105.262,43.804,0.0,1
3072,1,3.4,"27 km ENE of Wright, Wyoming",2012-02-03 19:05:45,0,-105.176,43.835,0.0,1
3073,1,3.64,"12 km E of Woodland Hills, Utah",2012-02-04 11:27:03,0,-111.5068333,40.012,12.66,1
3074,1,3.0,"55km E of Maneadero, B.C., MX",2012-02-04 12:06:07,0,-115.9843333,31.7048333,6.416,1
3075,1,3.0,"23 km SW of Falls City, Texas",2012-02-04 12:48:08,0,-98.202,28.845,5.0,1
3076,1,3.3,"8 km NW of Cromwell, Oklahoma",2012-02-07 16:29:29,0,-96.524,35.395,5.0,1
3077,1,3.3,"19 km E of Wright, Wyoming",2012-02-07 19:05:30,0,-105.251,43.785,0.0,1
3078,1,3.32,"11km E of Avalon, CA",2012-02-08 00:30:47,0,-118.2133333,33.3585,11.452,1
3079,1,3.4,"34 km WSW of Lovelock, Nevada",2012-02-08 04:16:24,0,-118.8231,40.0271,13.9,1
3080,1,3.1,"25 km SSE of Wright, Wyoming",2012-02-08 19:42:22,0,-105.335,43.555,0.0,1
3081,1,3.1,"11 km E of Eagleville, California",2012-02-10 18:05:29,0,-119.9816,41.3363,0.0,1
3082,1,3.0,"5km SW of Niland, CA",2012-02-11 09:46:47,0,-115.5525,33.2026667,0.074,1
3083,1,3.5,"19 km ENE of Wright, Wyoming",2012-02-11 21:01:46,0,-105.271,43.822,0.0,1
