idsismo,idcountry,mag,place,time,tsunami,lng,lat,depth,danger
1801,3,4.9,"216 km ESE of ?funato, Japan",2011-03-12 16:36:41,0,143.845,38.07,35.0,1
1802,3,4.9,"250 km ESE of ?funato, Japan",2011-03-12 16:38:45,0,144.202,37.94,35.0,1
1803,3,4.2,"238 km ESE of Ishinomaki, Japan",2011-03-12 16:44:46,0,143.81,37.603,35.0,1
1804,3,4.7,"94 km E of Namie, Japan",2011-03-12 16:48:11,0,142.063,37.596,18.8,1
1805,3,4.4,"220 km ESE of Ishinomaki, Japan",2011-03-12 16:49:14,0,143.599,37.619,35.0,1
1806,3,4.8,"216 km SE of ?funato, Japan",2011-03-12 16:55:41,0,143.774,37.978,35.0,1
1807,3,4.4,"56 km ESE of Namie, Japan",2011-03-12 16:59:19,0,141.61,37.339,35.0,1
1808,3,5.1,"195 km ESE of Ishinomaki, Japan",2011-03-12 17:01:19,0,143.348,37.72,16.4,1
1809,3,4.8,"62 km SE of ?funato, Japan",2011-03-12 17:04:31,0,142.206,38.655,47.2,1
1810,3,4.6,"230 km ESE of ?funato, Japan",2011-03-12 17:06:23,0,143.976,37.987,35.0,1
1811,3,4.5,"174 km ESE of Namie, Japan",2011-03-12 17:08:47,0,142.877,37.0,35.0,1
1812,3,4.7,"137 km ESE of Ishinomaki, Japan",2011-03-12 17:10:32,0,142.793,38.028,28.3,1
1813,3,5.2,"227 km ESE of ?funato, Japan",2011-03-12 17:11:05,0,143.943,37.999,9.9,1
1814,3,4.6,"207 km ESE of Ishinomaki, Japan",2011-03-12 17:16:23,0,143.484,37.694,24.4,1
1815,3,5.8,"154 km ESE of Iwaki, Japan",2011-03-12 17:19:23,0,142.482,36.517,10.0,1
1816,3,4.4,"212 km E of Namie, Japan",2011-03-12 17:24:02,0,143.393,37.328,35.0,1
1817,3,4.4,"52 km ESE of Takahagi, Japan",2011-03-12 17:35:21,0,141.221,36.471,27.4,1
1818,3,4.5,"245 km ESE of Yamada, Japan",2011-03-12 17:38:32,0,144.745,39.044,28.0,1
1819,3,4.7,"78 km ESE of ?funato, Japan",2011-03-12 17:40:56,0,142.505,38.716,27.6,1
1820,3,4.8,"135 km ENE of Hasaki, Japan",2011-03-12 17:43:32,0,142.154,36.313,35.0,1
1821,3,4.5,"239 km ESE of Ishinomaki, Japan",2011-03-12 17:47:06,0,143.72,37.424,35.0,1
1822,3,4.8,"226 km E of Namie, Japan",2011-03-12 17:48:11,0,143.537,37.252,18.4,1
1823,3,4.9,"181 km ESE of Ishinomaki, Japan",2011-03-12 17:51:21,0,143.203,37.769,10.0,1
1824,3,4.5,"189 km ESE of Ishinomaki, Japan",2011-03-12 17:55:57,0,143.296,37.755,35.0,1
1825,3,4.7,"238 km ESE of Ishinomaki, Japan",2011-03-12 17:59:58,0,143.737,37.476,35.0,1
1826,3,4.6,"29 km SE of Namie, Japan",2011-03-12 18:09:17,0,141.268,37.328,54.1,1
1827,3,4.5,"45 km ESE of Takahagi, Japan",2011-03-12 18:14:24,0,141.183,36.558,35.0,1
1828,3,4.5,"266 km ESE of Kamaishi, Japan",2011-03-12 18:14:38,0,144.793,38.532,19.1,1
1829,3,4.3,"49 km SE of Hasaki, Japan",2011-03-12 18:17:10,0,141.2,35.407,10.0,1
1830,3,4.6,"275 km ESE of Ishinomaki, Japan",2011-03-12 18:34:23,0,144.171,37.429,35.0,1
1831,3,4.1,"241 km E of Yamada, Japan",2011-03-12 18:36:12,0,144.75,39.342,35.0,1
1832,3,4.8,"199 km ESE of Ishinomaki, Japan",2011-03-12 18:38:36,0,143.389,37.7,21.6,1
1833,3,4.4,"271 km ESE of Kamaishi, Japan",2011-03-12 18:45:22,0,144.845,38.523,18.0,1
1834,3,4.5,"86 km ESE of Kitaibaraki, Japan",2011-03-12 18:51:38,0,141.685,36.573,36.0,1
1835,3,4.4,"86 km ESE of Kitaibaraki, Japan",2011-03-12 18:54:10,0,141.683,36.57,58.4,1
1836,3,4.4,"107 km ESE of Kamaishi, Japan",2011-03-12 18:58:19,0,142.924,38.773,41.7,1
1837,3,4.7,"110 km ESE of Iwaki, Japan",2011-03-12 19:01:08,0,142.012,36.635,47.5,1
1838,3,4.4,"205 km ESE of Ishinomaki, Japan",2011-03-12 19:08:54,0,143.439,37.67,37.3,1
1839,3,5.3,"138 km SE of Ishinomaki, Japan",2011-03-12 19:11:57,0,142.608,37.713,4.7,1
1840,3,4.7,"50 km ENE of Miyako, Japan",2011-03-12 19:17:03,0,142.443,39.879,89.3,1
1841,3,4.9,"110 km ESE of Namie, Japan",2011-03-12 19:22:45,0,142.203,37.227,17.3,1
1842,3,4.5,"103 km ENE of Hasaki, Japan",2011-03-12 19:27:45,0,141.865,36.132,10.0,1
1843,3,4.8,"167 km ESE of Namie, Japan",2011-03-12 19:32:48,0,142.827,37.114,35.0,1
1844,3,4.4,"104 km ENE of Hasaki, Japan",2011-03-12 19:35:47,0,141.927,36.042,10.0,1
1845,3,4.8,"51 km E of Hasaki, Japan",2011-03-12 19:38:05,0,141.4,35.791,14.2,1
1846,3,4.7,"159 km SE of ?funato, Japan",2011-03-12 19:43:46,0,143.209,38.235,27.7,1
1847,3,4.3,"271 km ESE of ?funato, Japan",2011-03-12 19:48:52,0,144.431,37.883,35.0,1
1848,3,4.5,"124 km E of Namie, Japan",2011-03-12 19:55:25,0,142.409,37.405,7.8,1
1849,3,4.8,"139 km ESE of Ishinomaki, Japan",2011-03-12 19:59:00,0,142.827,38.047,15.3,1
1850,3,4.6,"138 km E of Yamada, Japan",2011-03-12 20:00:03,0,143.555,39.36,35.0,1
1851,3,5.0,"83 km E of Hasaki, Japan",2011-03-12 20:08:26,0,141.754,35.754,36.3,1
1852,3,5.1,"278 km ESE of Namie, Japan",2011-03-12 20:09:56,0,143.993,36.747,35.0,1
1853,3,4.7,"213 km ESE of ?funato, Japan",2011-03-12 20:13:55,0,143.878,38.166,10.0,1
1854,3,5.0,"250 km ESE of Yamada, Japan",2011-03-12 20:14:32,0,144.751,38.892,4.2,1
1855,3,4.4,"245 km ESE of Yamada, Japan",2011-03-12 20:19:43,0,144.732,39.023,35.0,1
1856,3,4.5,"106 km ESE of Ishinomaki, Japan",2011-03-12 20:21:39,0,142.348,37.93,35.0,1
1857,3,4.1,"179 km SE of ?funato, Japan",2011-03-12 20:24:15,0,143.351,38.087,35.0,1
1858,3,4.2,"161 km ESE of Iwaki, Japan",2011-03-12 20:24:51,0,142.542,36.474,10.0,1
1859,3,4.5,"89 km ENE of Namie, Japan",2011-03-12 20:27:32,0,141.979,37.677,22.1,1
1860,3,4.4,"125 km ENE of Hasaki, Japan",2011-03-12 20:35:07,0,142.065,36.262,36.6,1
1861,3,4.4,"237 km ESE of Yamada, Japan",2011-03-12 20:37:15,0,144.634,38.994,4.9,1
1862,3,4.9,"37 km ENE of Iwaki, Japan",2011-03-12 20:41:27,0,141.29,37.13,45.1,1
1863,3,4.9,"177 km E of Hasaki, Japan",2011-03-12 20:42:41,0,142.777,35.98,35.0,1
1864,3,4.8,"119 km E of Miyako, Japan",2011-03-12 20:48:47,0,143.311,39.843,31.8,1
1865,3,4.7,"123 km ENE of Miyako, Japan",2011-03-12 20:50:01,0,143.352,39.875,56.6,1
1866,3,4.2,"95 km ESE of Iwaki, Japan",2011-03-12 20:53:59,0,141.858,36.704,10.0,1
1867,3,4.3,"52 km ESE of Ishinomaki, Japan",2011-03-12 20:56:18,0,141.883,38.304,66.7,1
1868,3,4.6,"180 km SE of Kamaishi, Japan",2011-03-12 20:59:15,0,143.587,38.357,35.0,1
1869,3,4.5,"85 km ESE of Namie, Japan",2011-03-12 21:01:11,0,141.916,37.239,23.0,1
1870,3,4.4,"281 km E of Namie, Japan",2011-03-12 21:01:57,0,144.145,37.14,35.0,1
1871,3,4.4,"50 km ESE of Namie, Japan",2011-03-12 21:02:33,0,141.483,37.239,7.6,1
1872,3,4.3,"101 km ESE of Kamaishi, Japan",2011-03-12 21:03:18,0,142.873,38.803,28.8,1
1873,3,4.2,"off the east coast of Honshu, Japan",2011-03-12 21:13:01,0,144.444,37.009,35.3,1
1874,3,4.3,"269 km E of Namie, Japan",2011-03-12 21:15:49,0,144.014,37.18,35.0,1
1875,3,4.2,"223 km ESE of Yamada, Japan",2011-03-12 21:18:35,0,144.481,39.041,35.0,1
1876,3,4.2,"211 km ESE of Ishinomaki, Japan",2011-03-12 21:21:09,0,143.568,37.768,26.4,1
1877,3,4.4,"149 km ENE of Hasaki, Japan",2011-03-12 21:21:50,0,142.344,36.285,13.7,1
1878,3,4.7,"81 km SE of Hasaki, Japan",2011-03-12 21:24:34,0,141.357,35.139,41.1,1
1879,3,4.1,"129 km E of Miyako, Japan",2011-03-12 21:34:19,0,143.441,39.743,56.4,1
1880,3,5.0,"257 km ESE of ?funato, Japan",2011-03-12 21:38:35,0,144.234,37.861,35.0,1
1881,3,4.9,"210 km ESE of Namie, Japan",2011-03-12 21:40:58,0,143.325,37.098,36.3,1
1882,3,5.4,"54 km E of Miyako, Japan",2011-03-12 21:48:09,0,142.569,39.612,26.4,1
1883,3,4.2,"216 km ESE of Ishinomaki, Japan",2011-03-12 21:54:57,0,143.634,37.781,35.0,1
1884,3,4.3,"274 km E of Namie, Japan",2011-03-12 21:56:35,0,144.089,37.277,17.9,1
1885,3,5.4,"47 km SE of Kamaishi, Japan",2011-03-12 21:58:18,0,142.31,39.03,44.9,1
1886,3,4.5,"217 km ESE of Namie, Japan",2011-03-12 22:01:10,0,143.406,37.1,35.0,1
1887,3,4.8,"241 km ESE of Ishinomaki, Japan",2011-03-12 22:05:15,0,143.877,37.65,23.5,1
1888,3,4.0,"183 km ESE of ?funato, Japan",2011-03-12 22:08:59,0,143.514,38.211,35.0,1
1889,3,4.5,"65 km ESE of Kamaishi, Japan",2011-03-12 22:10:18,0,142.534,39.0,55.7,1
1890,3,4.4,"220 km E of Yamada, Japan",2011-03-12 22:11:19,0,144.479,39.172,30.9,1
1891,3,4.2,"229 km SE of Katsuura, Japan",2011-03-12 22:11:50,0,142.392,34.001,10.0,1
1892,3,5.8,"81 km ENE of Namie, Japan",2011-03-12 22:12:46,0,141.889,37.681,16.0,1
1893,3,4.2,"67 km ENE of Namie, Japan",2011-03-12 22:18:58,0,141.745,37.611,69.0,1
1894,3,4.1,"214 km ESE of Namie, Japan",2011-03-12 22:20:38,0,143.357,37.039,35.0,1
1895,3,4.6,"236 km SE of ?funato, Japan",2011-03-12 22:23:26,0,143.927,37.844,35.0,1
1896,3,4.4,"172 km ESE of Iwaki, Japan",2011-03-12 22:25:43,0,142.675,36.46,26.1,1
1897,3,4.6,"39 km ESE of ?tsuchi, Japan",2011-03-12 22:27:12,0,142.34,39.266,49.4,1
1898,3,4.0,"241 km ESE of Ishinomaki, Japan",2011-03-12 22:30:00,0,143.786,37.497,35.0,1
1899,3,5.3,"36 km ESE of Kamaishi, Japan",2011-03-12 22:31:27,0,142.27,39.175,31.0,1
1900,3,4.1,"79 km ESE of Yamada, Japan",2011-03-12 22:34:07,0,142.788,39.173,35.0,1
1901,3,4.6,"35 km E of Miyako, Japan",2011-03-12 22:36:44,0,142.353,39.688,78.2,1
1902,3,4.3,"198 km ESE of Iwaki, Japan",2011-03-12 22:37:56,0,143.033,36.602,43.3,1
1903,3,4.8,"133 km ESE of Kitaibaraki, Japan",2011-03-12 22:42:36,0,142.138,36.343,10.3,1
1904,3,4.1,"39 km ENE of Kashima-shi, Japan",2011-03-12 22:44:32,0,141.062,36.082,49.1,1
1905,3,4.4,"94 km ENE of Hasaki, Japan",2011-03-12 22:44:57,0,141.838,35.964,44.7,1
1906,3,4.1,"48 km NE of Hasaki, Japan",2011-03-12 22:50:01,0,141.253,36.011,35.0,1
1907,3,4.0,"109 km ENE of Hasaki, Japan",2011-03-12 22:50:42,0,141.868,36.247,35.0,1
1908,3,4.6,"100 km ENE of Hasaki, Japan",2011-03-12 22:50:58,0,141.811,36.16,40.7,1
1909,3,4.7,"149 km E of Miyako, Japan",2011-03-12 22:53:32,0,143.679,39.603,20.2,1
1910,3,4.1,"114 km ESE of Namie, Japan",2011-03-12 22:58:50,0,142.257,37.235,35.0,1
1911,3,4.2,"52 km ENE of Iwaki, Japan",2011-03-12 22:59:25,0,141.452,37.175,57.0,1
1912,3,4.1,"252 km ESE of Yamada, Japan",2011-03-12 23:03:13,0,144.749,38.82,33.0,1
1913,3,4.1,"261 km ESE of Ishinomaki, Japan",2011-03-12 23:05:00,0,144.092,37.602,38.7,1
1914,3,4.0,"260 km ESE of ?funato, Japan",2011-03-12 23:09:00,0,144.249,37.822,36.7,1
1915,3,4.2,"115 km ENE of Hasaki, Japan",2011-03-12 23:10:22,0,142.02,36.135,27.0,1
1916,3,4.3,"55 km ESE of Kamaishi, Japan",2011-03-12 23:12:12,0,142.424,39.032,55.4,1
1917,3,4.3,"255 km ESE of Namie, Japan",2011-03-12 23:14:59,0,143.772,36.875,35.0,1
1918,3,4.8,"220 km ESE of Kamaishi, Japan",2011-03-12 23:17:12,0,144.232,38.538,14.3,1
1919,3,5.4,"97 km ESE of Ishinomaki, Japan",2011-03-12 23:20:41,0,142.282,37.998,23.5,1
1920,3,4.2,"37 km SSE of Hasaki, Japan",2011-03-12 23:24:09,0,140.952,35.408,52.2,1
1921,3,6.1,"55 km SE of Ishinomaki, Japan",2011-03-12 23:24:48,0,141.72,38.047,15.0,1
1922,3,4.1,"243 km ESE of Yamada, Japan",2011-03-12 23:29:25,0,144.633,38.802,22.0,1
1923,3,4.1,"133 km ESE of Namie, Japan",2011-03-12 23:31:44,0,142.404,37.04,58.0,1
1924,3,4.2,"75 km E of Namie, Japan",2011-03-12 23:33:42,0,141.848,37.523,35.0,1
1925,3,4.1,"115 km ENE of Hasaki, Japan",2011-03-12 23:35:45,0,141.937,36.263,35.0,1
1926,3,5.1,"130 km ESE of Iwaki, Japan",2011-03-12 23:37:22,0,142.296,36.732,22.2,1
1927,3,5.2,"83 km ESE of Kitaibaraki, Japan",2011-03-12 23:40:48,0,141.661,36.624,29.7,1
1928,3,4.1,"72 km E of Miyako, Japan",2011-03-12 23:43:29,0,142.789,39.653,35.0,1
1929,3,4.2,"57 km E of ?arai, Japan",2011-03-12 23:43:58,0,141.22,36.257,39.5,1
1930,3,4.1,"73 km E of Hasaki, Japan",2011-03-12 23:44:08,0,141.649,35.721,35.0,1
1931,3,4.2,"149 km ESE of Iwaki, Japan",2011-03-12 23:44:41,0,142.468,36.602,17.6,1
1932,3,4.4,"137 km ESE of Iwaki, Japan",2011-03-12 23:46:57,0,142.233,36.454,25.6,1
1933,3,4.0,"285 km ESE of Namie, Japan",2011-03-12 23:48:17,0,144.158,36.995,27.2,1
1934,3,4.5,"57 km ENE of Hasaki, Japan",2011-03-12 23:50:14,0,141.444,35.884,38.8,1
1935,3,5.0,"216 km ESE of Namie, Japan",2011-03-12 23:51:23,0,143.387,37.075,21.0,1
1936,3,5.0,"200 km ESE of Ishinomaki, Japan",2011-03-12 23:53:42,0,143.381,37.681,8.7,1
1937,3,4.9,"236 km ESE of ?funato, Japan",2011-03-12 23:57:33,0,144.118,38.086,20.5,1
1938,3,4.5,"153 km ESE of Ishinomaki, Japan",2011-03-12 23:58:47,0,142.774,37.68,35.0,1
1939,3,4.2,"241 km ESE of Ishinomaki, Japan",2011-03-13 00:03:17,0,143.912,37.721,26.4,1
1940,3,4.3,"232 km ESE of Ishinomaki, Japan",2011-03-13 00:03:24,0,143.723,37.565,5.1,1
1941,3,4.1,"197 km SE of ?funato, Japan",2011-03-13 00:04:43,0,143.596,38.077,35.0,1
1942,3,4.2,"216 km E of Miyako, Japan",2011-03-13 00:10:49,0,144.461,39.639,35.0,1
1943,3,4.1,"203 km SE of ?funato, Japan",2011-03-13 00:12:00,0,143.556,37.949,43.4,1
1944,3,4.0,"119 km E of Iwaki, Japan",2011-03-13 00:13:05,0,142.212,36.912,51.5,1
1945,3,4.2,"228 km E of Namie, Japan",2011-03-13 00:15:07,0,143.568,37.285,35.0,1
1946,3,4.8,"97 km ESE of Kitaibaraki, Japan",2011-03-13 00:15:47,0,141.804,36.571,23.3,1
1947,3,4.2,"255 km ESE of Ishinomaki, Japan",2011-03-13 00:21:24,0,144.015,37.58,12.1,1
1948,3,4.2,"75 km SSE of Hasaki, Japan",2011-03-13 00:26:05,0,141.267,35.154,40.3,1
1949,3,4.2,"98 km ENE of Hasaki, Japan",2011-03-13 00:29:33,0,141.854,36.036,35.0,1
1950,3,4.3,"181 km ESE of Namie, Japan",2011-03-13 00:31:41,0,142.989,37.095,35.0,1
1951,3,5.0,"20 km ENE of Kashima-shi, Japan",2011-03-13 00:32:57,0,140.868,36.008,24.2,1
1952,3,4.2,"off the east coast of Honshu, Japan",2011-03-13 00:35:53,0,144.4,36.656,35.0,1
1953,3,4.4,"51 km ESE of Takahagi, Japan",2011-03-13 00:41:12,0,141.24,36.527,48.3,1
1954,3,4.4,"259 km ESE of Ishinomaki, Japan",2011-03-13 00:42:24,0,144.036,37.527,16.8,1
1955,3,5.0,"130 km ESE of Ishinomaki, Japan",2011-03-13 00:43:17,0,142.712,38.038,32.3,1
1956,3,5.2,"118 km ESE of Yamada, Japan",2011-03-13 00:47:06,0,143.232,39.081,36.6,1
1957,3,4.5,"164 km E of Namie, Japan",2011-03-13 00:55:11,0,142.862,37.525,35.9,1
1958,3,4.4,"233 km ESE of Yamada, Japan",2011-03-13 00:58:00,0,144.607,39.052,35.0,1
1959,3,4.4,"269 km ESE of Ishinomaki, Japan",2011-03-13 01:02:01,0,144.041,37.339,13.8,1
1960,3,4.8,"138 km ENE of Hasaki, Japan",2011-03-13 01:08:38,0,142.192,36.324,10.5,1
1961,3,4.4,"130 km E of Yamada, Japan",2011-03-13 01:13:48,0,143.468,39.479,33.0,1
1962,3,4.6,"258 km ESE of ?funato, Japan",2011-03-13 01:14:13,0,144.236,37.855,35.0,1
1963,3,4.7,"223 km ESE of ?funato, Japan",2011-03-13 01:16:14,0,143.987,38.125,29.7,1
1964,3,4.3,"102 km ESE of Namie, Japan",2011-03-13 01:18:03,0,142.114,37.234,18.9,1
1965,3,4.1,"99 km ESE of Iwaki, Japan",2011-03-13 01:21:50,0,141.861,36.624,10.6,1
1966,3,4.6,"118 km ESE of Iwaki, Japan",2011-03-13 01:24:30,0,142.188,36.824,12.9,1
1967,3,6.1,"72 km E of Hasaki, Japan",2011-03-13 01:26:04,0,141.637,35.723,8.0,1
1968,3,5.1,"244 km ESE of Ishinomaki, Japan",2011-03-13 01:31:29,0,143.84,37.511,22.3,1
1969,3,4.6,"161 km ESE of Ishinomaki, Japan",2011-03-13 01:38:11,0,143.016,37.886,12.5,1
1970,3,5.2,"180 km E of Iwaki, Japan",2011-03-13 01:42:51,0,142.903,36.907,7.3,1
1971,3,4.4,"161 km ESE of ?funato, Japan",2011-03-13 01:47:59,0,143.333,38.35,27.6,1
1972,3,4.5,"86 km E of Namie, Japan",2011-03-13 01:52:37,0,141.96,37.637,30.8,1
1973,3,4.4,"124 km ESE of Ishinomaki, Japan",2011-03-13 01:56:03,0,142.575,37.914,10.8,1
1974,3,4.3,"230 km ESE of Kamaishi, Japan",2011-03-13 02:03:08,0,144.339,38.505,25.9,1
1975,3,4.5,"236 km ESE of ?funato, Japan",2011-03-13 02:03:33,0,144.013,37.938,12.5,1
1976,3,4.3,"260 km E of Namie, Japan",2011-03-13 02:08:48,0,143.896,37.066,35.0,1
1977,3,4.4,"143 km ESE of Kitaibaraki, Japan",2011-03-13 02:09:14,0,142.272,36.369,33.3,1
1978,3,4.4,"256 km ESE of Iwaki, Japan",2011-03-13 02:12:11,0,143.677,36.497,9.0,1
1979,3,4.8,"243 km ESE of Iwaki, Japan",2011-03-13 02:13:50,0,143.551,36.585,10.1,1
1980,3,4.4,"288 km ESE of Namie, Japan",2011-03-13 02:16:38,0,144.107,36.723,19.0,1
1981,3,4.3,"123 km ENE of Hasaki, Japan",2011-03-13 02:18:14,0,142.144,36.054,35.0,1
1982,3,4.5,"91 km E of Hasaki, Japan",2011-03-13 02:21:55,0,141.829,35.587,30.5,1
1983,3,5.8,"150 km ESE of Kitaibaraki, Japan",2011-03-13 02:23:34,0,142.344,36.344,10.1,1
1984,3,4.7,"107 km ENE of Hasaki, Japan",2011-03-13 02:25:27,0,141.853,36.231,31.9,1
1985,3,4.4,"246 km E of Yamada, Japan",2011-03-13 02:30:11,0,144.8,39.259,35.0,1
1986,3,4.9,"71 km ESE of Iwaki, Japan",2011-03-13 02:32:34,0,141.568,36.717,17.6,1
1987,3,4.4,"194 km E of Namie, Japan",2011-03-13 02:37:43,0,143.195,37.422,11.9,1
1988,3,4.9,"179 km ESE of Namie, Japan",2011-03-13 02:39:21,0,142.914,36.961,7.4,1
1989,3,5.1,"206 km E of Miyako, Japan",2011-03-13 02:42:26,0,144.347,39.689,14.3,1
1990,3,5.1,"154 km E of Iwaki, Japan",2011-03-13 02:48:17,0,142.595,36.851,12.9,1
1991,3,4.2,"231 km E of Iwaki, Japan",2011-03-13 02:51:10,0,143.446,36.697,35.0,1
1992,3,5.3,"216 km ESE of Namie, Japan",2011-03-13 02:51:22,0,143.332,36.908,12.6,1
1993,3,5.1,"113 km E of Yamada, Japan",2011-03-13 02:53:23,0,143.266,39.471,21.9,1
1994,3,4.5,"201 km E of Namie, Japan",2011-03-13 02:55:29,0,143.259,37.262,36.4,1
1995,3,5.3,"214 km ESE of Namie, Japan",2011-03-13 02:57:13,0,143.296,36.881,14.6,1
1996,3,4.5,"134 km ENE of Hasaki, Japan",2011-03-13 03:00:58,0,142.261,36.089,35.0,1
1997,3,4.6,"24 km WSW of Sukagawa, Japan",2011-03-13 03:01:29,0,140.139,37.185,47.5,1
1998,3,4.0,"86 km ENE of Hasaki, Japan",2011-03-13 03:05:46,0,141.64,36.147,35.0,1
1999,3,4.5,"95 km ESE of Yamada, Japan",2011-03-13 03:07:03,0,143.011,39.212,27.9,1
2000,3,4.9,"146 km ESE of Namie, Japan",2011-03-13 03:07:44,0,142.537,36.996,17.0,1
2001,3,4.5,"216 km ESE of ?funato, Japan",2011-03-13 03:09:51,0,143.922,38.169,25.3,1
2002,3,4.3,"141 km ESE of Ishinomaki, Japan",2011-03-13 03:18:32,0,142.647,37.724,10.9,1
2003,3,4.1,"145 km ENE of Hasaki, Japan",2011-03-13 03:20:16,0,142.298,36.278,38.8,1
2004,3,4.5,"82 km E of Hasaki, Japan",2011-03-13 03:22:37,0,141.73,35.624,20.0,1
2005,3,4.4,"190 km E of Iwaki, Japan",2011-03-13 03:24:49,0,143.004,36.848,35.0,1
2006,3,4.4,"86 km ENE of Hasaki, Japan",2011-03-13 03:25:36,0,141.728,36.015,22.6,1
2007,3,4.3,"3 km NNE of Annaka, Japan",2011-03-13 03:31:06,0,138.915,36.362,10.0,1
2008,3,4.3,"5 km NNW of Itoigawa, Japan",2011-03-13 03:32:20,0,137.816,37.08,35.0,1
2009,3,4.8,"160 km E of Namie, Japan",2011-03-13 03:34:09,0,142.807,37.601,24.4,1
2010,3,4.5,"267 km ESE of Kamaishi, Japan",2011-03-13 03:36:57,0,144.542,38.089,20.0,1
2011,3,4.3,"267 km ESE of Kamaishi, Japan",2011-03-13 03:42:28,0,144.469,37.99,6.5,1
2012,3,4.9,"116 km ESE of Ishinomaki, Japan",2011-03-13 03:45:42,0,142.541,38.045,22.0,1
2013,3,4.5,"71 km ESE of Takahagi, Japan",2011-03-13 03:46:53,0,141.464,36.492,40.7,1
2014,3,4.6,"141 km E of Miyako, Japan",2011-03-13 03:50:13,0,143.587,39.65,18.1,1
2015,3,4.6,"113 km ENE of Hasaki, Japan",2011-03-13 03:50:45,0,142.037,36.027,7.9,1
2016,3,4.9,"258 km ESE of Yamada, Japan",2011-03-13 03:54:43,0,144.749,38.642,26.8,1
2017,3,4.3,"154 km ESE of Kamaishi, Japan",2011-03-13 03:58:37,0,143.556,38.831,10.9,1
2018,3,4.5,"121 km ESE of Kamaishi, Japan",2011-03-13 03:59:17,0,143.155,38.85,22.3,1
2019,3,4.9,"118 km ESE of Ishinomaki, Japan",2011-03-13 04:02:12,0,142.556,38.031,25.9,1
2020,3,4.5,"140 km ENE of Hasaki, Japan",2011-03-13 04:05:55,0,142.296,36.181,27.3,1
2021,3,4.6,"77 km ESE of Iwaki, Japan",2011-03-13 04:06:19,0,141.694,36.796,23.2,1
2022,3,5.0,"80 km E of Hasaki, Japan",2011-03-13 04:12:56,0,141.724,35.668,35.7,1
2023,3,4.4,"289 km ESE of Kamaishi, Japan",2011-03-13 04:21:44,0,144.7,37.915,18.2,1
2024,3,4.3,"85 km E of Namie, Japan",2011-03-13 04:22:24,0,141.965,37.522,25.7,1
2025,3,5.1,"146 km SE of ?funato, Japan",2011-03-13 04:23:23,0,142.969,38.192,26.6,1
2026,3,4.7,"105 km E of Miyako, Japan",2011-03-13 04:26:05,0,143.167,39.706,17.9,1
2027,3,4.4,"292 km ESE of Ishinomaki, Japan",2011-03-13 04:31:14,0,144.44,37.544,32.5,1
2028,3,4.3,"off the east coast of Honshu, Japan",2011-03-13 04:31:37,0,144.5,36.911,35.0,1
2029,3,4.7,"219 km E of Miyako, Japan",2011-03-13 04:36:05,0,144.499,39.772,7.7,1
2030,3,5.1,"52 km E of ?hara, Japan",2011-03-13 04:36:13,0,140.973,35.208,22.4,1
2031,3,4.4,"277 km ESE of Kamaishi, Japan",2011-03-13 04:40:16,0,144.693,38.125,30.7,1
2032,3,5.1,"142 km ENE of Hasaki, Japan",2011-03-13 04:40:27,0,142.257,36.3,12.3,1
2033,3,4.5,"71 km ENE of Hasaki, Japan",2011-03-13 04:45:50,0,141.581,35.932,14.5,1
2034,3,4.2,"115 km ESE of Iwaki, Japan",2011-03-13 04:54:05,0,142.147,36.822,34.8,1
2035,3,4.8,"95 km ENE of Hasaki, Japan",2011-03-13 05:00:26,0,141.757,36.155,35.0,1
2036,3,4.6,"195 km ESE of Kamaishi, Japan",2011-03-13 05:08:32,0,143.943,38.581,35.0,1
2037,3,4.0,"64 km ESE of Hitachi, Japan",2011-03-13 05:09:54,0,141.308,36.36,35.0,1
2038,3,4.7,"179 km ESE of Namie, Japan",2011-03-13 05:11:08,0,142.893,36.918,35.0,1
2039,3,4.3,"280 km ESE of Ishinomaki, Japan",2011-03-13 05:17:08,0,144.271,37.484,42.4,1
2040,3,4.3,"246 km E of Yamada, Japan",2011-03-13 05:31:41,0,144.798,39.269,26.4,1
2041,3,4.5,"159 km ESE of Iwaki, Japan",2011-03-13 05:33:27,0,142.493,36.419,35.0,1
2042,3,4.6,"37 km ESE of ?funato, Japan",2011-03-13 05:36:47,0,142.101,38.914,67.0,1
2043,3,4.5,"57 km E of ?arai, Japan",2011-03-13 05:37:59,0,141.217,36.359,46.0,1
2044,3,4.6,"93 km ESE of Namie, Japan",2011-03-13 05:42:49,0,142.022,37.29,30.3,1
2045,3,4.9,"56 km E of Miyako, Japan",2011-03-13 05:47:43,0,142.594,39.657,35.0,1
2046,3,4.8,"118 km E of Namie, Japan",2011-03-13 05:50:54,0,142.34,37.444,30.8,1
2047,3,4.0,"246 km ESE of Ishinomaki, Japan",2011-03-13 05:53:40,0,143.938,37.654,35.0,1
2048,3,4.9,"69 km E of Ishinomaki, Japan",2011-03-13 05:55:08,0,142.09,38.343,44.7,1
2049,3,4.5,"97 km E of Miyako, Japan",2011-03-13 05:57:45,0,143.074,39.691,17.5,1
2050,3,4.9,"33 km E of Iwaki, Japan",2011-03-13 05:59:55,0,141.264,37.07,49.7,1
2051,3,4.4,"99 km ENE of Hasaki, Japan",2011-03-13 06:02:56,0,141.806,36.154,35.0,1
2052,3,4.4,"234 km ESE of Kamaishi, Japan",2011-03-13 06:09:22,0,144.216,38.23,35.0,1
