time,lat,lng,depth,mag,place,country
2015/05/01 07:32:54,36.5224,-98.991,4.2,3.8,"8 km NNE of Quinlan, Oklahoma",USA
2015/05/02 08:34:25,46.826,-78.927,18.0,3.3,"12 km NE of Notre-Dame-du-Lac, Canada",USA
2015/05/02 16:23:07,42.2357,-85.4285,4.48,4.2,"5 km S of Galesburg, Michigan",USA
2015/05/02 17:05:21,36.1381,-96.8551,5.007,3.0,"11 km SSE of Glencoe, Oklahoma",USA
2015/05/02 20:57:33,43.7951,-105.2916,0.0,3.1,"16 km ENE of Wright, Wyoming",USA
2015/05/03 00:39:23,32.5571,-90.0759,5.0,3.2,"7 km SSW of Canton, Mississippi",USA
2015/05/03 01:08:34,32.5794,-90.1139,5.0,3.0,"8 km WSW of Canton, Mississippi",USA
2015/05/03 11:07:18,33.9936667,-118.3613333,11.11,3.8,"1km W of View Park-Windsor Hills, CA",USA
2015/05/03 14:56:15,38.4438,-118.7299,4.8,3.5,"12 km SW of Hawthorne, Nevada",USA
2015/05/03 15:11:16,32.8511,-96.9514,5.0,3.2,"4 km N of Irving, Texas",USA
2015/05/03 20:04:01,43.8138,-105.2414,0.0,3.5,"21 km ENE of Wright, Wyoming",USA
2015/05/03 22:13:19,37.9665,-122.0436667,13.14,3.64,"1 km SW of Concord, California",USA
2015/05/04 01:30:06,36.7264,-97.9166,4.12,3.5,"11 km W of Jefferson, Oklahoma",USA
2015/05/04 02:10:19,36.513,-98.9824,5.398,3.0,"8 km NE of Quinlan, Oklahoma",USA
2015/05/04 05:56:07,41.1653,-106.8135,5.0,3.3,"5 km SSW of Encampment, Wyoming",USA
2015/05/04 08:15:01,36.945,-97.639,5.377,3.0,"2 km NE of Renfrow, Oklahoma",USA
2015/05/04 11:04:40,36.3285,-96.946,2.523,3.0,"6 km ENE of Morrison, Oklahoma",USA
2015/05/04 11:56:42,39.0869,-115.6756,0.0,3.7,"53 km SSE of Eureka, Nevada",USA
2015/05/04 13:39:59,31.2235,-115.9473333,6.288,3.31,"80km SE of Maneadero, B.C., MX",USA
2015/05/04 16:19:30,39.0784,-115.7039,0.0,3.2,"53 km SSE of Eureka, Nevada",USA
2015/05/04 20:13:31,36.1157,-97.2316,5.06,3.0,"13 km ESE of Orlando, Oklahoma",USA
2015/05/04 23:59:52,35.6001,-97.0543,4.775,3.2,"10 km S of Wellston, Oklahoma",USA
2015/05/05 09:04:30,34.9551,-111.7134,7.12,3.1,"6 km W of Munds Park, Arizona",USA
2015/05/05 14:03:56,39.083,-115.6669,0.0,3.4,"54 km SSE of Eureka, Nevada",USA
2015/05/06 07:39:46,33.8128333,-116.9795,14.86,3.72,"4km NNW of San Jacinto, CA",USA
2015/05/06 09:12:17,37.224,-98.1041,3.37,3.0,"9 km SW of Harper, Kansas",USA
2015/05/06 09:29:12,36.8714,-98.1544,6.744,3.1,"12 km ESE of Byron, Oklahoma",USA
2015/05/06 10:05:07,37.2721,-98.0421,7.29,3.2,"2 km SW of Harper, Kansas",USA
2015/05/06 11:06:08,35.9228,-97.342,3.747,3.4,"8 km WSW of Langston, Oklahoma",USA
2015/05/06 11:33:21,35.926,-97.345,4.9,3.1,"8 km WSW of Langston, Oklahoma",USA
2015/05/06 14:01:47,37.958,-122.0505,13.91,3.03,"1 km NE of Pleasant Hill, California",USA
2015/05/06 14:10:07,36.8752,-98.1615,3.276,3.5,"12 km ESE of Byron, Oklahoma",USA
2015/05/06 14:32:04,37.9661667,-122.0433333,12.12,3.51,"1 km SW of Concord, California",USA
2015/05/06 16:11:01,33.812,-117.6351667,5.98,3.07,"9km SW of Corona, CA",USA
2015/05/06 17:11:39,36.3196,-96.7527,1.137,3.1,"5 km ESE of Pawnee, Oklahoma",USA
2015/05/06 18:30:46,40.6105,-122.4275,22.181,3.23,"3 km ESE of Keswick, California",USA
2015/05/06 22:31:18,31.2855,-115.43,0.0,3.4,"63 km WNW of San Felipe, Mexico",USA
2015/05/07 00:58:41,36.1202,-97.5764,3.332,3.0,"5 km SE of Marshall, Oklahoma",USA
2015/05/07 02:48:50,35.6071,-97.0542,4.28,3.0,"9 km S of Wellston, Oklahoma",USA
2015/05/07 08:42:35,48.3358333,-122.0843333,10.113,3.58,"4 km WNW of Lake Cavanaugh, Washington",USA
2015/05/07 12:48:38,36.2982,-96.8807,5.0,3.1,"8 km WSW of Pawnee, Oklahoma",USA
2015/05/07 20:01:24,37.203,-98.0355,8.53,3.0,"6 km N of Anthony, KS",USA
2015/05/07 20:02:41,43.511,-105.1542,0.0,3.3,"38 km SE of Wright, Wyoming",USA
2015/05/07 21:31:06,36.5085,-99.0681,7.986,3.3,"6 km NNW of Quinlan, Oklahoma",USA
2015/05/07 22:58:05,32.4817,-97.1006,2.54,4.0,"5 km N of Venus, Texas",USA
2015/05/08 01:06:03,36.5129,-99.0494,14.442,3.2,"6 km N of Quinlan, Oklahoma",USA
2015/05/08 14:10:03,36.6033,-97.8236,5.762,3.5,"6 km N of Kremlin, Oklahoma",USA
2015/05/08 16:43:53,35.8186,-97.2418,2.432,3.2,"2 km S of Meridian, Oklahoma",USA
2015/05/08 23:05:01,36.5151,-99.015,7.567,3.1,"7 km NNE of Quinlan, Oklahoma",USA
2015/05/08 23:19:04,36.0256,-97.1076,5.081,3.2,"8 km NW of Perkins, Oklahoma",USA
2015/05/09 03:01:22,36.9432,-97.6373,5.644,3.0,"2 km NE of Renfrow, Oklahoma",USA
2015/05/09 03:49:47,36.935,-97.6407,1.888,3.1,"1 km NE of Renfrow, Oklahoma",USA
2015/05/09 06:33:41,44.3193,-114.8871,12.2,3.0,"12 km NNE of Stanley, Idaho",USA
2015/05/09 18:41:40,36.9602,-97.5881,5.037,3.0,"7 km ENE of Renfrow, Oklahoma",USA
2015/05/10 01:33:25,36.8195,-97.7165,6.627,3.1,"2 km NE of Medford, Oklahoma",USA
2015/05/10 02:57:13,36.0765,-97.4515,4.137,3.0,"4 km WNW of Mulhall, Oklahoma",USA
2015/05/10 04:11:25,36.6239,-97.6898,6.368,3.3,"7 km NNW of Hunter, Oklahoma",USA
2015/05/10 15:42:58,35.0286667,-119.0738333,1.27,3.82,"16km NW of Grapevine, CA",USA
2015/05/10 21:15:23,36.764,-98.688,8.2,3.3,"4 km SSW of Alva, Oklahoma",USA
2015/05/12 15:59:06,36.5175,-98.9653,3.522,3.1,"10 km NE of Quinlan, Oklahoma",USA
2015/05/12 21:31:02,36.3508,-97.0811,3.888,3.2,"8 km NW of Morrison, Oklahoma",USA
2015/05/14 04:08:45,36.9396,-97.8487,5.0,3.1,"9 km NE of Wakita, Oklahoma",USA
2015/05/14 10:04:32,37.0308,-97.9074,5.0,3.3,"5 km SSW of Bluff City, Kansas",USA
2015/05/14 17:41:14,29.3928,-102.558,15.8,4.0,"84 km S of Sanderson, Texas",USA
2015/05/14 18:04:58,43.711,-105.4119,0.0,3.3,"7 km SE of Wright, Wyoming",USA
2015/05/14 18:39:16,35.6682,-97.3154,3.727,3.2,"1 km E of Arcadia, Oklahoma",USA
2015/05/14 23:57:56,37.4761667,-118.7881667,3.993,3.05,"10 km SW of Aspen Springs, California",USA
2015/05/15 05:29:54,36.3348,-96.8174,5.0,3.1,"1 km WSW of Pawnee, Oklahoma",USA
2015/05/16 02:46:34,37.4736667,-118.79,3.995,3.34,"11 km SW of Aspen Springs, California",USA
2015/05/16 12:03:20,35.6076,-97.0601,3.7,3.3,"9 km S of Wellston, Oklahoma",USA
2015/05/16 14:25:17,35.6035,-97.071,5.0,3.0,"10 km S of Wellston, Oklahoma",USA
2015/05/17 10:47:23,41.8266,-119.673,6.8,3.2,"39 km E of Fort Bidwell, California",USA
2015/05/17 15:20:23,36.554,-97.182,8.0,3.2,"2 km WSW of Marland, Oklahoma",USA
2015/05/17 18:36:22,35.826,-97.2249,6.466,3.4,"2 km SE of Meridian, Oklahoma",USA
2015/05/17 20:38:24,36.9597,-97.5921,4.78,3.1,"6 km ENE of Renfrow, Oklahoma",USA
2015/05/17 22:15:13,31.0512,-103.1931,5.0,3.1,"24 km SSW of Coyanosa, Texas",USA
2015/05/18 00:06:16,31.3823333,-115.812,3.85,3.15,"81km ESE of Maneadero, B.C., MX",USA
2015/05/18 02:01:29,35.8142,-97.4517,5.227,3.0,"7 km SSW of Guthrie, Oklahoma",USA
2015/05/18 02:52:50,35.8082,-97.4452,5.398,3.5,"8 km SSW of Guthrie, Oklahoma",USA
2015/05/18 07:14:32,36.607,-98.6922,13.73,3.4,"12 km WSW of Dacoma, Oklahoma",USA
2015/05/18 15:22:57,44.4344,-114.1085,5.66,3.3,"12 km SE of Challis, Idaho",USA
2015/05/18 16:46:50,35.8265,-97.2238,6.318,3.0,"2 km SE of Meridian, Oklahoma",USA
2015/05/18 18:04:57,43.8182,-105.2384,0.0,3.3,"21 km ENE of Wright, Wyoming",USA
2015/05/18 18:14:29,32.8675,-96.9566,5.0,3.3,"5 km N of Irving, Texas",USA
2015/05/18 21:45:13,36.9407,-97.6341,4.659,3.0,"2 km NE of Renfrow, Oklahoma",USA
2015/05/18 23:00:51,44.5855,-110.3756667,4.29,3.04,"50 km SSE of Mammoth, Wyoming",USA
2015/05/19 14:54:41,36.599,-98.6603,5.0,3.0,"10 km SW of Dacoma, Oklahoma",USA
2015/05/19 18:36:01,36.6628333,-120.8701667,-0.12,3.82,"38 km SSW of South Dos Palos, California",USA
2015/05/20 02:53:09,44.3151,-114.8871,12.7,3.0,"11 km NNE of Stanley, Idaho",USA
2015/05/20 10:44:40,36.5144,-99.0086,6.243,3.3,"7 km NNE of Quinlan, Oklahoma",USA
2015/05/21 02:29:13,36.1086,-97.3114,5.283,3.0,"7 km SE of Orlando, Oklahoma",USA
2015/05/21 03:15:29,33.1621667,-115.6425,5.74,4.1,"13km WNW of Calipatria, CA",USA
2015/05/21 03:51:01,33.1596667,-115.6483333,3.16,3.28,"13km WNW of Calipatria, CA",USA
2015/05/21 05:06:12,33.163,-115.6468333,3.39,3.33,"13km WNW of Calipatria, CA",USA
2015/05/21 11:03:15,35.9936,-97.2263,4.498,3.3,"4 km N of Coyle, Oklahoma",USA
2015/05/22 02:53:00,38.4316667,-122.2503333,12.83,4.09,"5 km WSW of Moskowite Corner, California",USA
2015/05/22 05:05:58,32.362,-115.2423333,25.65,3.26,"5km W of Delta, B.C., MX",USA
2015/05/22 06:56:07,32.3763333,-115.238,23.15,3.38,"5km WNW of Delta, B.C., MX",USA
2015/05/22 07:17:15,36.5145,-99.0189,5.876,3.0,"7 km NNE of Quinlan, Oklahoma",USA
2015/05/22 08:41:09,35.6871667,-121.1163333,4.295,3.16,"8 km NE of San Simeon, California",USA
2015/05/22 10:57:29,36.6184,-98.4082,2.412,3.5,"6 km NE of Carmen, Oklahoma",USA
2015/05/22 18:47:42,37.2925,-114.6546,4.0,5.3,"37 km SSW of Caliente, Nevada",USA
2015/05/22 19:05:23,37.3138,-114.639,9.6,3.8,"35 km SSW of Caliente, Nevada",USA
2015/05/22 19:19:29,37.3371,-114.642,7.5,3.0,"32 km SSW of Caliente, Nevada",USA
2015/05/22 19:41:22,37.309,-114.6519,5.9,3.5,"36 km SSW of Caliente, Nevada",USA
2015/05/22 20:23:45,43.8242,-105.2142,0.0,3.3,"23 km ENE of Wright, Wyoming",USA
2015/05/23 05:14:27,37.45,-114.1831667,11.06,3.41,"34 km ESE of Caliente, Nevada",USA
2015/05/23 10:46:42,36.8495,-97.6975,7.128,3.2,"5 km NE of Medford, Oklahoma",USA
2015/05/23 15:11:40,37.4447,-98.9522,5.0,3.3,"8 km NNW of Sun City, Kansas",USA
2015/05/23 17:06:51,33.989,-118.3536667,10.48,3.09,"1km SW of View Park-Windsor Hills, CA",USA
2015/05/23 18:44:28,37.4294,-98.9535,5.0,4.0,"6 km NNW of Sun City, Kansas",USA
2015/05/24 17:06:02,38.9762,-116.0637,0.0,3.6,"60 km S of Eureka, Nevada",USA
2015/05/24 21:49:47,37.142,-97.6502,6.41,3.4,"12 km NNW of Caldwell, Kansas",USA
2015/05/25 12:38:00,35.597,-97.065,5.9,3.2,"10 km S of Wellston, Oklahoma",USA
2015/05/25 20:13:28,43.7727,-105.2676,0.0,3.3,"18 km E of Wright, Wyoming",USA
2015/05/26 10:17:35,40.6508333,-124.712,19.72,4.34,"38 km WNW of Ferndale, California",USA
2015/05/26 13:50:15,36.2974,-97.5585,7.221,3.0,"2 km ESE of Covington, Oklahoma",USA
2015/05/26 14:36:26,36.2963,-97.5555,7.26,3.0,"3 km ESE of Covington, Oklahoma",USA
2015/05/26 16:00:07,36.2981,-97.5599,6.915,3.0,"2 km ESE of Covington, Oklahoma",USA
2015/05/26 17:30:44,36.2471,-97.5317,6.973,3.0,"7 km WSW of Lucien, Oklahoma",USA
2015/05/26 22:27:45,36.5212,-99.0078,7.24,3.0,"8 km NNE of Quinlan, Oklahoma",USA
2015/05/26 23:30:39,35.9247,-97.3447,5.752,3.1,"8 km WSW of Langston, Oklahoma",USA
2015/05/27 00:03:06,37.3307,-114.5908,8.9,3.3,"32 km SSW of Caliente, Nevada",USA
2015/05/27 01:47:51,31.2195,-115.5431667,3.566,3.61,"112km ESE of Maneadero, B.C., MX",USA
2015/05/27 02:04:21,37.3604,-114.5958,8.5,3.2,"29 km SSW of Caliente, Nevada",USA
2015/05/27 02:31:43,37.3144,-114.6438,7.1,3.1,"35 km SSW of Caliente, Nevada",USA
2015/05/27 07:47:38,33.9641667,-119.906,16.86,3.0,"12km S of Santa Cruz Is. (NW end), CA",USA
2015/05/27 19:13:23,36.3055,-96.6613,5.58,3.1,"7 km NNE of Maramec, Oklahoma",USA
2015/05/27 23:12:01,45.8145,-106.5525,0.0,3.1,"9 km SE of Colstrip, Montana",USA
2015/05/28 00:38:21,35.7458,-97.3888,5.778,3.0,"10 km NNW of Arcadia, Oklahoma",USA
2015/05/28 12:00:27,36.1356,-97.2794,5.664,3.5,"9 km E of Orlando, Oklahoma",USA
2015/05/28 12:04:00,32.2323333,-115.2821667,11.81,3.25,"11km W of Alberto Oviedo Mota, B.C., MX",USA
2015/05/28 12:13:41,32.2473333,-115.2816667,10.79,3.45,"11km WNW of Alberto Oviedo Mota, B.C., MX",USA
2015/05/28 19:04:02,43.7868,-105.2712,0.0,3.5,"18 km ENE of Wright, Wyoming",USA
2015/05/30 00:41:14,38.462,-88.3561667,25.85,3.4,"4 km ENE of Geff, Illinois",USA
2015/05/30 05:23:56,33.8766667,-116.1425,7.04,3.7,"19km NNE of Indio, CA",USA
2015/05/30 11:21:40,37.0411,-97.9047,5.0,3.6,"4 km SW of Bluff City, Kansas",USA
2015/05/30 21:10:24,37.0506,-97.9219,5.19,3.2,Kansas,USA
2015/05/31 13:02:56,33.3135,-116.2816667,12.769,3.59,"11km NE of Borrego Springs, CA",USA
2015/05/31 15:07:40,38.0755,-112.3968333,3.96,3.17,"15 km SW of Circleville, Utah",USA
2015/05/31 17:32:31,44.0112,-105.1817,0.0,3.0,"31 km SE of Sleepy Hollow, Wyoming",USA
2015/05/31 20:18:22,36.7083,-98.6523,4.869,3.1,"9 km NW of Dacoma, Oklahoma",USA
2015/05/31 20:43:15,43.6252,-105.2278,0.0,3.3,"25 km ESE of Wright, Wyoming",USA
2015/06/01 15:19:56,35.9226,-97.3367,5.973,3.1,"7 km WSW of Langston, Oklahoma",USA
2015/06/01 17:35:34,35.7887,-96.9871,6.167,3.5,"3 km SE of Carney, Oklahoma",USA
2015/06/01 19:19:43,35.788,-96.9872,6.269,3.5,"3 km SE of Carney, Oklahoma",USA
2015/06/01 21:31:56,35.7859,-96.9874,6.55,3.3,"3 km SE of Carney, Oklahoma",USA
2015/06/02 00:58:09,37.0317,-97.9035,5.35,3.0,"5 km SSW of Bluff City, Kansas",USA
2015/06/02 01:31:11,35.8595,-117.6888333,3.067,3.51,"21km ESE of Little Lake, CA",USA
2015/06/02 04:18:58,36.2626,-97.3869,7.077,3.0,"6 km ESE of Lucien, Oklahoma",USA
2015/06/02 04:58:19,36.2674,-98.5366,8.433,3.0,"5 km W of Fairview, Oklahoma",USA
2015/06/02 06:45:22,36.9443,-97.6187,5.0,3.0,"3 km ENE of Renfrow, Oklahoma",USA
2015/06/02 07:55:51,36.952,-97.618,7.6,3.6,"4 km NE of Renfrow, Oklahoma",USA
2015/06/02 13:20:29,35.862,-117.6855,2.782,3.46,"22km ESE of Little Lake, CA",USA
2015/06/02 17:36:29,45.0678,-106.9818,0.0,3.1,"22 km NE of Ranchester, Wyoming",USA
2015/06/02 21:34:56,35.7877,-96.9885,5.758,3.7,"3 km SE of Carney, Oklahoma",USA
2015/06/03 05:28:28,35.7866,-96.9874,6.113,3.6,"3 km SE of Carney, Oklahoma",USA
2015/06/03 05:55:39,35.7885,-96.9896,6.854,3.0,"3 km SE of Carney, Oklahoma",USA
2015/06/03 18:01:28,43.8071,-105.2715,0.0,3.3,"18 km ENE of Wright, Wyoming",USA
2015/06/04 00:17:52,36.8023,-98.5401,5.0,3.2,"10 km SSE of Capron, Oklahoma",USA
2015/06/04 10:49:03,36.5145,-97.2556,6.23,3.2,"9 km NW of Red Rock, Oklahoma",USA
2015/06/04 15:12:49,35.4823333,-118.4238333,3.958,3.52,"13km SSE of Bodfish, CA",USA
2015/06/04 18:02:03,35.7864,-96.9885,6.06,3.4,"3 km SE of Carney, Oklahoma",USA
2015/06/04 21:18:32,45.8807,-106.5548,0.0,3.1,"5 km E of Colstrip, Montana",USA
2015/06/05 06:11:16,35.8626667,-117.6903333,3.398,3.31,"21km ESE of Little Lake, CA",USA
2015/06/05 13:28:17,36.3187,-97.5191,6.92,3.0,"6 km ENE of Covington, Oklahoma",USA
2015/06/05 17:57:48,36.6636,-98.2951,4.632,3.3,"10 km W of Jet, Oklahoma",USA
2015/06/05 18:31:35,36.1659,-96.9835,5.237,3.2,"8 km SW of Glencoe, Oklahoma",USA
2015/06/05 22:53:05,37.2214,-97.9528,7.36,3.2,"8 km WNW of Freeport, Kansas",USA
2015/06/05 23:12:41,37.2194,-97.9677,5.11,3.6,"9 km SE of Harper, Kansas",USA
2015/06/05 23:12:47,37.2648,-97.9213,2.35,4.1,"3 km SW of Danville, Kansas",USA
2015/06/06 15:55:26,36.2515,-97.5339,6.668,3.0,"7 km WSW of Lucien, Oklahoma",USA
2015/06/06 18:12:19,43.7989,-105.2527,0.0,3.4,"19 km ENE of Wright, Wyoming",USA
2015/06/07 04:54:23,33.9168333,-118.297,11.366,3.2,"3km NNE of Gardena, CA",USA
2015/06/07 12:56:06,36.944,-97.6353,6.509,3.1,"2 km NE of Renfrow, Oklahoma",USA
2015/06/07 13:29:53,44.4271,-114.0792,5.0,3.2,"14 km SE of Challis, Idaho",USA
2015/06/07 14:19:38,36.6661667,-121.2913333,5.415,3.15,"13 km S of Tres Pinos, California",USA
2015/06/07 17:15:21,35.6767,-97.3974,5.0,3.5,"6 km W of Arcadia, Oklahoma",USA
2015/06/07 20:06:13,43.784,-105.2081,0.0,3.2,"23 km E of Wright, Wyoming",USA
2015/06/07 20:20:25,36.844,-97.7617,5.0,3.3,"4 km NNW of Medford, Oklahoma",USA
2015/06/08 04:28:16,37.232,-97.9583,5.66,3.4,"8 km SW of Danville, Kansas",USA
2015/06/08 13:20:16,36.3916,-98.6607,4.027,3.9,"19 km W of Cleo Springs, Oklahoma",USA
2015/06/08 16:34:14,43.9929,-105.2857,0.0,3.1,"29 km SSE of Sleepy Hollow, Wyoming",USA
2015/06/08 21:36:58,36.2852,-97.5219,2.959,3.9,"6 km W of Lucien, Oklahoma",USA
2015/06/09 01:26:51,36.286,-97.5312,6.171,3.7,"5 km ESE of Covington, Oklahoma",USA
2015/06/09 19:47:56,36.7434,-98.2235,4.753,3.3,"6 km W of Nescatunga, Oklahoma",USA
2015/06/09 21:08:37,43.8023,-105.2894,0.0,3.4,"17 km ENE of Wright, Wyoming",USA
2015/06/09 21:58:41,33.778,-115.7006667,9.949,3.83,"29km WNW of Desert Center, CA",USA
2015/06/10 13:05:08,36.288,-97.518,8.0,3.4,"5 km WNW of Lucien, Oklahoma",USA
2015/06/11 01:50:27,37.6918,-117.6481,5.4,3.4,"7 km S of Silver Peak, Nevada",USA
2015/06/11 02:25:13,36.6241,-97.667,5.0,3.0,"6 km N of Hunter, Oklahoma",USA
2015/06/11 10:18:18,36.2932,-97.5259,5.658,3.2,"5 km ESE of Covington, Oklahoma",USA
2015/06/11 22:55:55,36.8722,-98.8326,2.518,3.0,"16 km WNW of Alva, Oklahoma",USA
2015/06/11 23:28:59,36.286,-97.5236,5.555,3.5,"6 km ESE of Covington, Oklahoma",USA
2015/06/11 23:31:37,36.2829,-97.5185,5.651,3.7,"5 km W of Lucien, Oklahoma",USA
2015/06/12 04:38:26,36.292,-97.534,6.1,3.6,"5 km ESE of Covington, Oklahoma",USA
2015/06/12 14:05:06,37.2668,-114.645,5.2,3.4,"40 km SSW of Caliente, Nevada",USA
2015/06/12 22:35:38,35.5581,-97.1252,6.527,3.5,"8 km NNE of Harrah, Oklahoma",USA
2015/06/12 22:42:23,36.3009,-96.674,0.355,3.7,"6 km N of Maramec, Oklahoma",USA
2015/06/12 23:20:03,36.296,-96.6732,0.978,3.4,"6 km N of Maramec, Oklahoma",USA
2015/06/13 04:16:28,48.256,-116.3814,14.39,3.1,"5 km W of Hope, Idaho",USA
2015/06/13 06:40:12,36.2972,-96.6676,5.0,3.1,"6 km N of Maramec, Oklahoma",USA
2015/06/13 07:33:34,36.5033,-97.1454,5.776,3.0,"5 km NNE of Red Rock, Oklahoma",USA
2015/06/13 20:54:42,36.2676,-97.3864,7.12,3.3,"6 km E of Lucien, Oklahoma",USA
2015/06/14 05:57:24,36.2884,-97.5251,6.462,3.2,"5 km ESE of Covington, Oklahoma",USA
2015/06/14 18:07:38,43.7089,-105.2445,0.0,3.6,"20 km ESE of Wright, Wyoming",USA
2015/06/14 18:17:09,36.286,-97.5217,6.278,4.0,"6 km WNW of Lucien, Oklahoma",USA
2015/06/14 18:34:52,35.7216667,-117.599,8.887,3.63,"13km NNE of Ridgecrest, CA",USA
2015/06/14 19:10:44,36.2924,-97.5306,6.02,3.3,"5 km ESE of Covington, Oklahoma",USA
2015/06/15 19:49:06,37.0179,-97.9107,5.0,3.4,"7 km SSW of Bluff City, Kansas",USA
2015/06/16 02:20:36,36.3028,-96.6614,4.651,3.2,"6 km NNE of Maramec, Oklahoma",USA
2015/06/16 03:59:15,36.511,-98.706,5.0,3.1,"17 km ESE of Waynoka, Oklahoma",USA
2015/06/16 07:39:13,25.6565,-109.9065,10.0,4.3,"60 km W of Campo Pesquero el Colorado, Mexico",USA
2015/06/16 14:13:29,37.4788333,-118.8225,4.235,3.15,"12 km SW of Aspen Springs, California",USA
2015/06/16 15:35:57,36.5158,-97.2814,4.871,3.1,"11 km NW of Red Rock, Oklahoma",USA
2015/06/16 21:22:45,38.3905,-119.3853333,1.928,3.17,"15 km SSE of Walker, California",USA
2015/06/17 01:35:07,31.4715,-115.4921667,4.563,3.14,"89km SSW of Alberto Oviedo Mota, B.C., MX",USA
2015/06/17 19:17:08,36.285,-97.523,6.008,4.3,"6 km ESE of Covington, Oklahoma",USA
2015/06/17 19:21:12,36.2904,-97.5408,6.433,3.1,"4 km ESE of Covington, Oklahoma",USA
2015/06/18 09:10:47,42.7449,-100.4732,5.0,3.3,"15 km SSE of Valentine, Nebraska",USA
2015/06/18 18:31:38,46.7983,-112.1905,10.6,3.0,"9 km ENE of Marysville, Montana",USA
2015/06/18 22:29:14,36.3035,-96.6757,5.015,3.0,"6 km N of Maramec, Oklahoma",USA
2015/06/18 23:02:58,35.7719,-97.4822,7.019,3.0,"12 km SE of Cedar Valley, Oklahoma",USA
2015/06/18 23:10:17,35.7735,-97.4843,6.87,3.5,"12 km SE of Cedar Valley, Oklahoma",USA
2015/06/19 03:07:26,36.2954,-97.5346,5.16,3.0,"4 km ESE of Covington, Oklahoma",USA
2015/06/19 13:16:07,36.2957,-97.5337,6.339,3.1,"4 km ESE of Covington, Oklahoma",USA
2015/06/19 16:23:48,36.1248,-97.2797,3.542,3.0,"9 km ESE of Orlando, Oklahoma",USA
2015/06/19 20:01:42,43.7922,-105.2558,0.0,3.5,"19 km ENE of Wright, Wyoming",USA
2015/06/19 21:56:04,36.8521,-98.276,5.774,3.2,"5 km SSE of Byron, Oklahoma",USA
2015/06/20 04:29:03,35.7447,-97.3919,5.649,3.6,Oklahoma,USA
2015/06/20 04:36:05,35.7446,-97.3924,5.667,3.5,"10 km NW of Arcadia, Oklahoma",USA
2015/06/20 05:10:54,35.7392,-97.3865,3.0,4.0,"9 km NW of Arcadia, Oklahoma",USA
2015/06/20 05:23:01,35.746,-97.3989,5.376,3.4,"10 km NW of Arcadia, Oklahoma",USA
2015/06/20 06:26:01,35.9022,-97.2608,4.929,3.1,"4 km S of Langston, Oklahoma",USA
2015/06/20 06:46:05,35.7417,-97.3866,5.0,3.0,"9 km NNW of Arcadia, Oklahoma",USA
2015/06/20 10:56:03,35.7469,-97.3998,5.589,3.3,"11 km NW of Arcadia, Oklahoma",USA
2015/06/20 11:21:16,35.739,-97.3839,5.35,3.4,"9 km NNW of Arcadia, Oklahoma",USA
2015/06/20 11:59:21,36.2884,-96.8624,5.0,3.3,"7 km SW of Pawnee, Oklahoma",USA
2015/06/20 15:50:37,36.2938,-97.5363,6.006,3.0,"4 km ESE of Covington, Oklahoma",USA
2015/06/20 21:07:02,35.7428,-97.3843,6.149,3.1,"9 km NNW of Arcadia, Oklahoma",USA
2015/06/21 00:58:56,35.7475,-97.4006,5.882,3.4,"11 km NW of Arcadia, Oklahoma",USA
2015/06/21 12:25:00,36.5534,-97.1898,6.12,3.1,"3 km WSW of Marland, Oklahoma",USA
2015/06/21 17:51:38,36.2917,-96.8601,5.0,3.4,"7 km SW of Pawnee, Oklahoma",USA
2015/06/21 18:58:12,36.2855,-97.52,6.33,3.3,"5 km WNW of Lucien, Oklahoma",USA
2015/06/22 04:00:34,35.7437,-97.3836,6.181,3.2,"9 km NNW of Arcadia, Oklahoma",USA
2015/06/22 04:05:43,35.7429,-97.394,5.278,3.0,"10 km NW of Arcadia, Oklahoma",USA
2015/06/22 04:54:12,36.2134,-97.5616,5.625,3.4,"8 km NE of Marshall, Oklahoma",USA
2015/06/22 18:06:41,43.6989,-105.2478,0.0,3.6,"20 km ESE of Wright, Wyoming",USA
2015/06/22 19:28:17,43.7297,-105.2507,0.0,3.5,"19 km E of Wright, Wyoming",USA
2015/06/22 19:47:26,35.8169,-97.4468,5.454,3.4,"7 km SSW of Guthrie, Oklahoma",USA
2015/06/22 21:06:30,35.7477,-97.3989,5.854,3.6,"11 km NW of Arcadia, Oklahoma",USA
2015/06/22 21:09:27,35.7499,-97.4005,5.0,3.5,"11 km NW of Arcadia, Oklahoma",USA
2015/06/22 21:19:16,43.9344,-105.4428,0.0,3.0,"20 km N of Wright, Wyoming",USA
2015/06/22 22:16:20,35.743,-97.3876,5.534,3.9,"10 km NNW of Arcadia, Oklahoma",USA
2015/06/23 17:37:55,36.688,-98.6114,4.526,3.4,"5 km NW of Dacoma, Oklahoma",USA
2015/06/24 01:34:18,40.6207,-117.3259,2.1,3.1,"25 km SW of Valmy, Nevada",USA
2015/06/25 02:23:50,43.7131,-105.2881,0.0,3.3,"16 km ESE of Wright, Wyoming",USA
2015/06/25 06:03:06,36.7312,-98.3156,5.73,3.1,"4 km SE of Cherokee, Oklahoma",USA
2015/06/25 12:54:25,35.8185,-97.4388,4.04,3.0,"6 km S of Guthrie, Oklahoma",USA
2015/06/25 13:24:47,45.4891667,-123.4406667,51.602,3.13,"24 km WNW of Gaston, Oregon",USA
2015/06/25 22:16:57,43.7732,-105.2733,0.0,3.1,"17 km E of Wright, Wyoming",USA
